   1.0000000e+00    9.9899330e-01    9.9597740e-01    9.9096440e-01    9.8397430e-01    9.7503550e-01    9.6418390e-01    9.5146320e-01    9.3692470e-01    9.2062680e-01    9.0263510e-01    8.8302220e-01    8.6186700e-01    8.3925470e-01    8.1527630e-01    7.9002850e-01    7.6361270e-01    7.3613550e-01    7.0770750e-01    6.7844310e-01    6.4846010e-01    6.1787950e-01    5.8682410e-01    5.5541910e-01    5.2379100e-01    4.9206700e-01    4.6037500e-01    4.2884250e-01    3.9759660e-01    3.6676310e-01    3.3646600e-01    3.0682740e-01    2.7796670e-01    2.5000000e-01    2.2303990e-01    1.9719510e-01    1.7256970e-01    1.4926260e-01    1.2736780e-01    1.0697340e-01    8.8161710e-02    7.1008270e-02    5.5582260e-02    4.1945760e-02    3.0153660e-02    2.0253480e-02    1.2285110e-02    6.2805410e-03    2.2640230e-03    2.5174020e-04    2.5174020e-04    2.2640530e-03    6.2805710e-03    1.2285110e-02    2.0253540e-02    3.0153690e-02    4.1945820e-02    5.5582280e-02    7.1008270e-02    8.8161740e-02    1.0697340e-01    1.2736790e-01    1.4926250e-01    1.7256970e-01    1.9719520e-01    2.2304000e-01    2.5000010e-01    2.7796670e-01    3.0682750e-01    3.3646610e-01    3.6676320e-01    3.9759680e-01    4.2884250e-01    4.6037520e-01    4.9206690e-01    5.2379110e-01    5.5541910e-01    5.8682410e-01    6.1787950e-01    6.4846020e-01    6.7844310e-01    7.0770750e-01    7.3613560e-01    7.6361280e-01    7.9002860e-01    8.1527630e-01    8.3925480e-01    8.6186710e-01    8.8302230e-01    9.0263510e-01    9.2062690e-01    9.3692480e-01    9.5146320e-01    9.6418390e-01    9.7503570e-01    9.8397450e-01    9.9096440e-01    9.9597740e-01    9.9899330e-01    1.0000000e+00 
   1.0007383e+00    9.9978790e-01    9.9675696e-01    9.9172119e-01    9.8471297e-01    9.7576555e-01    9.6491712e-01    9.5221240e-01    9.3770295e-01    9.2144681e-01    9.0350877e-01    8.8396018e-01    8.6287826e-01    8.4034618e-01    8.1645257e-01    7.9129142e-01    7.6496112e-01    7.3756506e-01    7.0921039e-01    6.8000797e-01    6.5007203e-01    6.1952002e-01    5.8847135e-01    5.5704807e-01    5.2537388e-01    4.9357363e-01    4.6177339e-01    4.3009947e-01    3.9867843e-01    3.6763452e-01    3.3709017e-01    3.0716761e-01    2.7798719e-01    2.4966681e-01    2.2232163e-01    1.9606358e-01    1.7100062e-01    1.4723602e-01    1.2486853e-01    1.0399134e-01    8.4692092e-02    6.7051796e-02    5.1145274e-02    3.7040448e-02    2.4798449e-02    1.4473933e-02    6.1157511e-03   -2.3216525e-04   -4.5319210e-03   -6.7611299e-03   -6.9209790e-03   -4.9943314e-03   -9.7370785e-04    5.1139486e-03    1.3229381e-02    2.3329351e-02    3.5367167e-02    4.9290650e-02    6.5041601e-02    8.2554906e-02    1.0175814e-01    1.2257255e-01    1.4491164e-01    1.6868379e-01    1.9379023e-01    2.2012719e-01    2.4758567e-01    2.7605176e-01    3.0540794e-01    3.3553264e-01    3.6630150e-01    3.9758762e-01    4.2926123e-01    4.6119294e-01    4.9325238e-01    5.2531116e-01    5.5723909e-01    5.8890837e-01    6.2019180e-01    6.5096410e-01    6.8110235e-01    7.1048640e-01    7.3899931e-01    7.6652763e-01    7.9296228e-01    8.1819822e-01    8.4213624e-01    8.6468144e-01    8.8574521e-01    9.0524469e-01    9.2310391e-01    9.3925268e-01    9.5362819e-01    9.6617503e-01    9.7684465e-01    9.8559530e-01    9.9239261e-01    9.9720808e-01    1.0000142e+00    1.0007383e+00 
   1.0031817e+00    1.0023970e+00    9.9943814e-01    9.9443651e-01    9.8744370e-01    9.7850167e-01    9.6765297e-01    9.5494465e-01    9.4042945e-01    9.2416579e-01    9.0621833e-01    8.8665787e-01    8.6556073e-01    8.4300888e-01    8.1908946e-01    7.9389472e-01    7.6752115e-01    7.4006999e-01    7.1164615e-01    6.8235817e-01    6.5231793e-01    6.2164058e-01    5.9044338e-01    5.5884645e-01    5.2697186e-01    4.9494319e-01    4.6288577e-01    4.3092563e-01    3.9918968e-01    3.6780147e-01    3.3688262e-01    3.0655603e-01    2.7694353e-01    2.4816517e-01    2.2033894e-01    1.9358023e-01    1.6800096e-01    1.4370879e-01    1.2080724e-01    9.9394507e-02    7.9563406e-02    6.1400248e-02    4.4985227e-02    3.0391715e-02    1.7686518e-02    6.9305593e-03   -1.8196509e-03   -8.5100440e-03   -1.3091221e-02   -1.5536698e-02   -1.5858198e-02   -1.4019392e-02   -9.9939667e-03   -3.8178009e-03    4.4558672e-03    1.4773531e-02    2.7082068e-02    4.1325062e-02    5.7441046e-02    7.5361852e-02    9.5011848e-02    1.1630878e-01    1.3916219e-01    1.6347615e-01    1.8914715e-01    2.1606640e-01    2.4411960e-01    2.7318735e-01    3.0314659e-01    3.3387018e-01    3.6522824e-01    3.9708853e-01    4.2931545e-01    4.6177484e-01    4.9433338e-01    5.2686016e-01    5.5922289e-01    5.9129205e-01    6.2293912e-01    6.5403786e-01    6.8446476e-01    7.1409939e-01    7.4282484e-01    7.7052794e-01    7.9710019e-01    8.2243734e-01    8.4644121e-01    8.6901814e-01    8.9008094e-01    9.0954837e-01    9.2734619e-01    9.4340604e-01    9.5766696e-01    9.7007523e-01    9.8058363e-01    9.8915091e-01    9.9574140e-01    1.0003212e+00    1.0028462e+00    1.0031817e+00 
   1.0074715e+00    1.0068958e+00    1.0040578e+00    9.9912632e-01    9.9216929e-01    9.8323742e-01    9.7237828e-01    9.5964183e-01    9.4508254e-01    9.2875978e-01    9.1073867e-01    8.9109006e-01    8.6989006e-01    8.4722017e-01    8.2316685e-01    7.9782153e-01    7.7127968e-01    7.4364142e-01    7.1501047e-01    6.8549411e-01    6.5520297e-01    6.2425103e-01    5.9275449e-01    5.6083262e-01    5.2860691e-01    4.9620072e-01    4.6373954e-01    4.3135007e-01    3.9916039e-01    3.6729413e-01    3.3587283e-01    3.0502069e-01    2.7486147e-01    2.4551783e-01    2.1711092e-01    1.8975983e-01    1.6358064e-01    1.3868553e-01    1.1518283e-01    9.3175731e-02    7.2762179e-02    5.4033626e-02    3.7075396e-02    2.1965956e-02    8.7772368e-03   -2.4243543e-03   -1.1575730e-02   -1.8613985e-02   -2.3479521e-02   -2.6142927e-02   -2.6627313e-02   -2.4875750e-02   -2.0840862e-02   -1.4566324e-02   -6.1185957e-03    4.4391754e-03    1.7047908e-02    3.1647254e-02    4.8172627e-02    6.6552845e-02    8.6709015e-02    1.0855524e-01    1.3199693e-01    1.5693361e-01    1.8325678e-01    2.1085228e-01    2.3960020e-01    2.6937527e-01    3.0004850e-01    3.3148671e-01    3.6355408e-01    3.9611252e-01    4.2902011e-01    4.6213738e-01    4.9532749e-01    5.2845643e-01    5.6138911e-01    5.9399364e-01    6.2613947e-01    6.5769867e-01    6.8854638e-01    7.1856112e-01    7.4762521e-01    7.7562499e-01    8.0245173e-01    8.2800118e-01    8.5217539e-01    8.7488117e-01    8.9603199e-01    9.1554745e-01    9.3335429e-01    9.4938522e-01    9.6358033e-01    9.7588678e-01    9.8625773e-01    9.9465139e-01    1.0010296e+00    1.0053519e+00    1.0075592e+00    1.0074715e+00 
   1.0136886e+00    1.0133476e+00    1.0106579e+00    1.0058169e+00    9.9890466e-01    9.8997939e-01    9.7909333e-01    9.6629947e-01    9.5165428e-01    9.3521847e-01    9.1705806e-01    8.9724450e-01    8.7585427e-01    8.5296905e-01    8.2867539e-01    8.0306464e-01    7.7623213e-01    7.4827776e-01    7.1930496e-01    6.8942074e-01    6.5873546e-01    6.2736293e-01    5.9541928e-01    5.6302393e-01    5.3029874e-01    4.9736779e-01    4.6435763e-01    4.3139647e-01    3.9861433e-01    3.6613574e-01    3.3408281e-01    3.0258166e-01    2.7175852e-01    2.4173908e-01    2.1264805e-01    1.8460855e-01    1.5774105e-01    1.3216243e-01    1.0798596e-01    8.5319887e-02    6.4267264e-02    4.4924592e-02    2.7382145e-02    1.1723166e-02   -1.9757537e-03   -1.3643383e-02   -2.3210888e-02   -3.0607430e-02   -3.5763992e-02   -3.8648918e-02   -3.9297371e-02   -3.7630743e-02   -3.3578912e-02   -2.7192638e-02   -1.8551159e-02   -7.7268307e-03    5.2156862e-03    2.0212374e-02    3.7195674e-02    5.6091417e-02    7.6817385e-02    9.9283906e-02    1.2339205e-01    1.4903656e-01    1.7610362e-01    2.0447339e-01    2.3401996e-01    2.6461179e-01    2.9611350e-01    3.2838543e-01    3.6128532e-01    3.9466869e-01    4.2838679e-01    4.6229428e-01    4.9625021e-01    5.3011684e-01    5.6375566e-01    5.9703174e-01    6.2981178e-01    6.6196549e-01    6.9336590e-01    7.2388975e-01    7.5341787e-01    7.8183535e-01    8.0903247e-01    8.3490427e-01    8.5935231e-01    8.8228314e-01    9.0361019e-01    9.2325323e-01    9.4113936e-01    9.5720168e-01    9.7138072e-01    9.8362394e-01    9.9388432e-01    1.0021191e+00    1.0082874e+00    1.0123431e+00    1.0142156e+00    1.0136886e+00 
   1.0218964e+00    1.0218079e+00    1.0192827e+00    1.0145418e+00    1.0076746e+00    9.9874533e-01    9.8781034e-01    9.7492546e-01    9.6014927e-01    9.4354404e-01    9.2517707e-01    9.0512085e-01    8.8345274e-01    8.6025524e-01    8.3561560e-01    8.0962582e-01    7.8238186e-01    7.5398420e-01    7.2453684e-01    6.9414739e-01    6.6292682e-01    6.3098969e-01    5.9845298e-01    5.6543713e-01    5.3206532e-01    4.9846316e-01    4.6475914e-01    4.3108374e-01    3.9756975e-01    3.6434329e-01    3.3152775e-01    2.9925174e-01    2.6764452e-01    2.3683530e-01    2.0695277e-01    1.7812441e-01    1.5047541e-01    1.2412758e-01    9.9199315e-02    7.5804026e-02    5.4049921e-02    3.4038518e-02    1.5864908e-02   -3.8313033e-04   -1.4624718e-02   -2.6784313e-02   -3.6787948e-02   -4.4557449e-02   -5.0014823e-02   -5.3126586e-02   -5.3940532e-02   -5.2355468e-02   -4.8277129e-02   -4.1762942e-02   -3.2904718e-02   -2.1783762e-02   -8.4700471e-03    6.9689435e-03    2.4462787e-02    4.3934339e-02    6.5297978e-02    8.8460102e-02    1.1331722e-01    1.3975901e-01    1.6766602e-01    1.9691237e-01    2.2736573e-01    2.5888786e-01    2.9133649e-01    3.2456502e-01    3.5842418e-01    3.9276258e-01    4.2742404e-01    4.6225681e-01    4.9711521e-01    5.3185715e-01    5.6634006e-01    6.0042527e-01    6.3397611e-01    6.6685918e-01    6.9894474e-01    7.3010704e-01    7.6022467e-01    7.8918080e-01    8.1686403e-01    8.4316798e-01    8.6799305e-01    8.9124488e-01    9.1283626e-01    9.3268650e-01    9.5072248e-01    9.6687720e-01    9.8109117e-01    9.9331168e-01    1.0034913e+00    1.0115861e+00    1.0175530e+00    1.0213414e+00    1.0228715e+00    1.0218964e+00 
   1.0321525e+00    1.0323308e+00    1.0299794e+00    1.0253409e+00    1.0185124e+00    1.0095630e+00    9.9855238e-01    9.8553903e-01    9.7058364e-01    9.5375023e-01    9.3510764e-01    9.1472980e-01    8.9269545e-01    8.6908839e-01    8.4399720e-01    8.1751520e-01    7.8973965e-01    7.6077235e-01    7.3071867e-01    6.9968757e-01    6.6779153e-01    6.3514663e-01    6.0187157e-01    5.6808867e-01    5.3392321e-01    4.9950320e-01    4.6495982e-01    4.3042666e-01    3.9603996e-01    3.6192817e-01    3.2821663e-01    2.9503704e-01    2.6252225e-01    2.3080548e-01    2.0001985e-01    1.7029764e-01    1.4176907e-01    1.1456120e-01    8.8797745e-02    6.4597480e-02    4.2073865e-02    2.1333456e-02    2.4760982e-03   -1.4406054e-02   -2.9228111e-02   -4.1910592e-02   -5.2374829e-02   -6.0535679e-02   -6.6306395e-02   -6.9651920e-02   -7.0633220e-02   -6.9125687e-02   -6.5009679e-02   -5.8349068e-02   -4.9248216e-02   -3.7797268e-02   -2.4071348e-02   -8.1412684e-03    9.9197480e-03    3.0031560e-02    5.2105040e-02    7.6042479e-02    1.0173558e-01    1.2906865e-01    1.5791625e-01    1.8814605e-01    2.1961885e-01    2.5218925e-01    2.8570761e-01    3.2001981e-01    3.5496903e-01    3.9039638e-01    4.2613765e-01    4.6203408e-01    4.9793462e-01    5.3369224e-01    5.6915962e-01    6.0419373e-01    6.3865382e-01    6.7240271e-01    7.0530720e-01    7.3723836e-01    7.6807189e-01    7.9768834e-01    8.2597397e-01    8.5282031e-01    8.7812603e-01    9.0179521e-01    9.2373943e-01    9.4387704e-01    9.6213418e-01    9.7844332e-01    9.9274454e-01    1.0049848e+00    1.0151159e+00    1.0230932e+00    1.0288715e+00    1.0323968e+00    1.0335822e+00    1.0321525e+00 
   1.0445145e+00    1.0449715e+00    1.0427990e+00    1.0382607e+00    1.0314598e+00    1.0224696e+00    1.0113527e+00    9.9817000e-01    9.8298434e-01    9.6586157e-01    9.4687237e-01    9.2609242e-01    9.0360224e-01    8.7948749e-01    8.5383860e-01    8.2675080e-01    7.9832330e-01    7.6865994e-01    7.3786812e-01    7.0605896e-01    6.7334715e-01    6.3985113e-01    6.0569206e-01    5.7099495e-01    5.3588797e-01    5.0050231e-01    4.6497262e-01    4.2943632e-01    3.9403384e-01    3.5889667e-01    3.2415274e-01    2.8993745e-01    2.5638781e-01    2.2364158e-01    1.9183681e-01    1.6111097e-01    1.3159975e-01    1.0343577e-01    7.6748379e-02    5.1661909e-02    2.8295242e-02    6.7600563e-03   -1.2839042e-02   -3.0405611e-02   -4.5850925e-02   -5.9091818e-02   -7.0045200e-02   -7.8619159e-02   -8.4718250e-02   -8.8305996e-02   -8.9457070e-02   -8.8022639e-02   -8.3856535e-02   -7.7028984e-02   -6.7657026e-02   -5.5839666e-02   -4.1657108e-02   -2.5183428e-02   -6.4946319e-03    1.4326087e-02    3.7185958e-02    6.1982959e-02    8.8603713e-02    1.1692682e-01    1.4682048e-01    1.7814546e-01    2.1075525e-01    2.4449675e-01    2.7921240e-01    3.1474000e-01    3.5091460e-01    3.8756918e-01    4.2453086e-01    4.6163324e-01    4.9871929e-01    5.3563637e-01    5.7223175e-01    6.0835738e-01    6.4386775e-01    6.7862125e-01    7.1248054e-01    7.4531282e-01    7.7699026e-01    8.0739012e-01    8.3639569e-01    8.6389583e-01    8.8978681e-01    9.1397067e-01    9.3635720e-01    9.5686331e-01    9.7541399e-01    9.9194077e-01    1.0063830e+00    1.0186871e+00    1.0288043e+00    1.0366889e+00    1.0422943e+00    1.0455638e+00    1.0464046e+00    1.0445145e+00 
   1.0590429e+00    1.0597894e+00    1.0577984e+00    1.0533544e+00    1.0465664e+00    1.0375112e+00    1.0262541e+00    1.0128583e+00    9.9738855e-01    9.7991288e-01    9.6050394e-01    9.3923954e-01    9.1620239e-01    8.9148042e-01    8.6516644e-01    8.3735817e-01    8.0815738e-01    7.7767056e-01    7.4600786e-01    7.1328324e-01    6.7961432e-01    6.4512264e-01    6.0993257e-01    5.7417255e-01    5.3797441e-01    5.0147325e-01    4.6480797e-01    4.2812051e-01    3.9155625e-01    3.5525039e-01    3.1933407e-01    2.8394703e-01    2.4923102e-01    2.1532889e-01    1.8238412e-01    1.5053988e-01    1.1993772e-01    9.0716221e-02    6.3010687e-02    3.6951299e-02    1.2662567e-02   -9.7385629e-03   -3.0142654e-02   -4.8448985e-02   -6.4565084e-02   -7.8404248e-02   -8.9879116e-02   -9.8891080e-02   -1.0533593e-01   -1.0917584e-01   -1.1049976e-01   -1.0913378e-01   -1.0490410e-01   -9.7887311e-02   -8.8213381e-02   -7.5990292e-02   -6.1303346e-02   -4.4229877e-02   -2.4848708e-02   -3.2461801e-03    2.0481125e-02    4.6226638e-02    7.3871589e-02    1.0328852e-01    1.3433882e-01    1.6687594e-01    2.0074549e-01    2.3578615e-01    2.7183188e-01    3.0871177e-01    3.4625211e-01    3.8427711e-01    4.2260454e-01    4.6105970e-01    4.9947893e-01    5.3770330e-01    5.7557404e-01    6.1293739e-01    6.4964241e-01    6.8554237e-01    7.2049511e-01    7.5436335e-01    7.8701504e-01    8.1832353e-01    8.4816852e-01    8.7643558e-01    9.0301807e-01    9.2781541e-01    9.5073514e-01    9.7169226e-01    9.9061021e-01    1.0074193e+00    1.0220578e+00    1.0344715e+00    1.0446109e+00    1.0524295e+00    1.0578798e+00    1.0609025e+00    1.0613999e+00    1.0590429e+00 
   1.0758032e+00    1.0768494e+00    1.0750407e+00    1.0706828e+00    1.0638902e+00    1.0547430e+00    1.0433090e+00    1.0296534e+00    1.0138434e+00    9.9594881e-01    9.7604477e-01    9.5421147e-01    9.3053418e-01    9.0510355e-01    8.7801529e-01    8.4937013e-01    8.1927297e-01    7.8783357e-01    7.5516548e-01    7.2138614e-01    6.8661682e-01    6.5098283e-01    6.1461251e-01    5.7763844e-01    5.4019683e-01    5.0242744e-01    4.6447411e-01    4.2648408e-01    3.8860837e-01    3.5098654e-01    3.1375363e-01    2.7705432e-01    2.4103568e-01    2.0584625e-01    1.7163547e-01    1.3855272e-01    1.0674589e-01    7.6359925e-02    4.7536480e-02    2.0411904e-02   -4.8833957e-03   -2.8227001e-02   -4.9504512e-02   -6.8610870e-02   -8.5449860e-02   -9.9931302e-02   -1.1196362e-01   -1.2144147e-01   -1.2825170e-01   -1.3235521e-01   -1.3385573e-01   -1.3255347e-01   -1.2824582e-01   -1.2101586e-01   -1.1100683e-01   -9.8335891e-02   -8.3093539e-02   -6.5360421e-02   -4.5218251e-02   -2.2756655e-02    1.9237705e-03    2.8711639e-02    5.7482448e-02    8.8102285e-02    1.2042528e-01    1.5429704e-01    1.8955478e-01    2.2602838e-01    2.6354265e-01    3.0191739e-01    3.4096942e-01    3.8051350e-01    4.2035736e-01    4.6031728e-01    5.0022231e-01    5.3990657e-01    5.7920453e-01    6.1795605e-01    6.5600409e-01    6.9319611e-01    7.2938450e-01    7.6442679e-01    7.9818607e-01    8.3053118e-01    8.6133762e-01    8.9048711e-01    9.1786951e-01    9.4338113e-01    9.6692680e-01    9.8841916e-01    1.0077798e+00    1.0249373e+00    1.0398289e+00    1.0523995e+00    1.0625987e+00    1.0703795e+00    1.0756934e+00    1.0784793e+00    1.0786345e+00    1.0758032e+00 
